1,h2o,"(1.0, 1.0)"
1,atp,"(0.01999999999999992, 0.020000000000000046)"
1,nadph,"(6.667018674912687e-05, 0.0001005710597511767)"
1,nadp,"(0.00010000000000000009, 0.00010000000000000009)"
1,adp,"(0.0010000000000000002, 0.0010000000000000002)"
1,pi,"(0.009999999999999995, 0.009999999999999995)"
1,co2,"(1.0000000000000016e-05, 1.0000000000000016e-05)"
1,pyr,"(9.99999999999997e-07, 3.394206462264429e-05)"
1,glc-D,"(1.3156018749067019e-05, 1.3156018749067112e-05)"
1,pep,"(9.999999999999987e-07, 1.1990034779550647e-06)"
1,acald,"(0.013258324395522115, 0.02)"
1,f6p,"(6.383199498119595e-06, 6.383199498119618e-06)"
1,g6p,"(0.0022223776696232707, 0.0022223776696232867)"
1,g1p,"(0.013970902468763757, 0.013970902468763943)"
1,dhap,"(0.0011457634484493935, 0.0011457634484494006)"
1,g3p,"(9.999999999999987e-07, 1.0000000000000023e-06)"
1,cellb,"(0.010000000000000014, 0.010000000000000014)"
1,3pg,"(0.01668051875388267, 0.02000000000000001)"
1,fdp,"(0.00042623323174015174, 0.0004262332317401521)"
1,etoh,"(1.0, 1.0)"
1,2pg,"(2.4182859149316123e-05, 2.8995332226927578e-05)"
 
2,h2o,"(1.0, 1.0)"
2,atp,"(0.02000000000000002, 0.019999999999999993)"
2,nadph,"(3.5955741561177065e-05, 0.001220858154495383)"
2,nadp,"(0.00010000000000000009, 0.00010000000000000009)"
2,adp,"(0.001000000000000001, 0.001000000000000001)"
2,pi,"(0.010000000000000004, 0.010000000000000004)"
2,co2,"(1.0000000000000033e-05, 1.0000000000000033e-05)"
2,pyr,"(1.0000000000000023e-06, 0.00021638568184072045)"
2,glc-D,"(4.0672169804101464e-05, 0.0005346936326043443)"
2,gdp,"(0.001000000000000001, 0.0009999999999999994)"
2,gtp,"(0.0008000000000000009, 0.0008000000000000009)"
2,pep,"(1.0000000000000059e-06, 4.122373006942007e-06)"
2,acald,"(0.0005890240635864631, 0.020000000000000028)"
2,f6p,"(1.0012629672229654e-06, 3.6303791873126276e-06)"
2,g6p,"(0.00018800274003335696, 0.0006816603199335733)"
2,g1p,"(0.0006373930939818525, 0.008379440547666884)"
2,dhap,"(0.0006179189897533768, 0.0022404506241429346)"
2,g3p,"(1.0000000000000023e-06, 1.9041533343865859e-06)"
2,cellb,"(0.009999999999999969, 0.009999999999999969)"
2,3pg,"(0.004851574558226636, 0.02)"
2,fdp,"(0.0001239711026672894, 0.0004494944142394331)"
2,etoh,"(1.0, 1.0)"
2,2pg,"(1.3042000872969567e-05, 5.37639923552437e-05)"
 
3,h2o,"(1.0, 1.0)"
3,atp,"(0.0007999999999999995, 0.02)"
